Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,1983,89.507,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,1982,89.156,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,1981,88.801,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,1980,88.423,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,1979,88.162,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,1978,87.78,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,1977,87.278,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,1976,86.811,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,1975,86.389,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,1974,86.364,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2023,78.293,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2022,77.844,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2021,77.256,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2020,76.684,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2019,76.426,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2018,75.439,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2017,75.517,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2016,74.368,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2015,72.867,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2014,71.432,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2013,70.608,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2012,67.823,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2011,66.924,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2010,65.062,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2009,62.329,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2008,61.183,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2007,60.598,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2006,58.934,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2005,61.312,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2004,60.553,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2003,59.564,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2002,58.421,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2001,57.646,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,2000,56.409,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1999,55.349,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1998,54.041,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1997,53.093,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1996,52.164,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1995,51.328,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1994,50.332,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1993,49.341,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1992,48.73,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1991,48.408,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1990,48.096,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1989,47.273,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1988,46.409,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1987,45.521,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1986,44.819,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1985,44.268,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1984,43.575,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1983,42.936,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1982,42.394,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Least developed countries: UN classification,LDC,1981,41.717,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2023,90.648,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2022,90.46,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2021,90.199,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2020,89.97,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2019,89.782,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2018,88.874,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2017,88.77,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2016,88.524,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2015,88.161,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2014,87.684,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2013,87.217,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2012,86.562,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2011,86.101,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2010,85.554,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2009,85.01,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2008,84.758,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2007,84.13,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2006,83.512,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2005,83.423,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2004,83.363,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2003,82.714,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2002,82.104,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2001,81.486,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,2000,80.848,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1999,80.777,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1998,80.208,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1997,79.494,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1996,78.029,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1995,77.54,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1994,77.043,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1993,76.563,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1992,76.231,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1991,75.821,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1990,75.327,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1989,74.709,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1988,74.201,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1987,73.742,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1986,72.619,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1985,71.766,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1984,70.843,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1983,69.814,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1982,68.972,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1981,68.001,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1980,66.946,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1979,65.79,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1978,64.503,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1977,63.329,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1976,62.942,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low & middle income,LMY,1975,62.852,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2023,72.081,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2022,71.453,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2021,70.703,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2020,69.919,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2019,69.569,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2018,69.143,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2017,69.659,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2016,68.245,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2015,67.009,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2014,65.838,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2013,65.167,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2012,63.718,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2011,62.789,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2010,59.048,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2009,57.816,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2008,56.815,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2007,55.32,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2006,53.098,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2005,55.266,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2004,54.679,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2003,53.987,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2002,53.163,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2001,52.931,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,2000,52.026,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,1999,51.375,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,1998,50.869,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,1997,50.227,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,1996,49.519,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,1995,49.077,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,1994,48.868,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,1993,48.676,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,1992,48.627,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,1991,49.066,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,1990,49.342,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,1989,48.777,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Low income,LIC,1988,48.295,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2023,90.207,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2022,89.827,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2021,89.372,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2020,88.918,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2019,88.422,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2018,86.568,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2017,85.983,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2016,85.418,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2015,84.6,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2014,83.462,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2013,82.33,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2012,80.837,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2011,79.653,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2010,78.852,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2009,77.573,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2008,76.512,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2007,75.417,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2006,74.405,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2005,73.49,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2004,73.452,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2003,72.169,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2002,71.171,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2001,69.869,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,2000,68.524,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1999,68.194,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1998,66.684,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1997,64.863,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1996,63.667,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1995,62.327,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1994,60.999,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1993,59.539,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1992,58.554,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1991,57.301,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1990,55.962,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1989,54.624,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1988,53.268,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1987,54.448,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1986,53.346,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1985,52.478,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1984,51.517,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1983,50.572,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1982,49.843,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1981,49.009,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1980,48.296,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1979,47.516,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1978,46.653,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1977,45.754,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1976,44.859,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Lower middle income,LMC,1975,44.698,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Middle East & North Africa,MEA,2023,88.891,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Middle East & North Africa,MEA,2022,88.699,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Middle East & North Africa,MEA,2021,88.455,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Middle East & North Africa,MEA,2020,88.123,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Middle East & North Africa,MEA,2019,87.806,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Middle East & North Africa,MEA,2018,87.476,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Middle East & North Africa,MEA,2017,87.181,"female, 15-24"
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Middle East & North Africa,MEA,2016,86.804,"female, 15-24"
